['t','ou',0.207303707],
['t','u',0.177138957],
['t','uan',0.054373549],
['t','ui',0.078861928],
['t','un',0.008283033],
['t','uo',0.059733127],
['','u',0.000011369],
['w','a',0.025500246],
['w','ai',0.155498580],
['w','an',0.235920682],
['w','ang',0.282519200],
['w','ei',1.085224495],
['w','en',0.360336704],
['w','eng',0.004907907],
['w','o',0.903113546],
['w','u',0.688135574],
['x','i',0.561308243],
['x','ia',0.377645390],
['x','ian',0.602959572],
['x','iang',0.789628564],
['x','iao',0.418109147],
['x','ie',0.386562517],
['x','in',0.476263497],
['x','ing',0.428461905],
['x','iong',0.054273292],
['x','iu',0.067889547],
['x','u',0.301269198],
['x','uan',0.096533912],
['x','ue',0.265335576],
['x','un',0.090467889],
['y','a',0.148287877],
['y','ai',0.002686766],
['y','an',0.417141728],
['y','ang',0.363926292],
['y','ao',0.565139171],
['y','e',0.644098772],
['y','en',0.000005168],
['y','i',3.041355455],
['y','in',0.387251908],
['y','ing',0.363930429],
['y','o',0.002187035],
['y','ong',0.339382621],
['y','ou',1.422385451],
['y','u',0.875912560],
['y','uan',0.531242717],
['y','ue',0.203016456],
['y','un',0.115226549],
['z','a',0.041503530],
['z','ai',1.164276598],
['z','an',0.021820219],
['z','ang',0.010365675],
['z','ao',0.140868395],
['z','e',0.153720841],
['z','ei',0.003644368],
['z','en',0.058050474],
['z','eng',0.053568396],
['zh','a',0.026659396],
['zh','ai',0.026156045],
['zh','an',0.307270625],
['zh','ang',0.177804574],
['zh','ao',0.462702536],
['zh','e',1.009980063],
['zh','en',0.218729311],
['zh','eng',0.535325318],
['zh','i',1.424857753],
['zh','ong',0.953855648],
['zh','ou',0.124744181],
['zh','u',0.497898708],
['zh','ua',0.019063687],
['zh','uai',0.000000517],
['zh','uan',0.111354793],
['zh','uang',0.112298445],
['zh','ui',0.029845376],
['zh','un',0.059248383],
['zh','uo',0.027684182],
['z','i',0.826114629],
['z','ong',0.148660996],
['z','ou',0.108391029],
['z','u',0.176809767],
['z','uan',0.006094448],
['z','ui',0.194226975],
['z','un',0.019157226],
['z','uo',0.462520629]
